CH1,CH2,CH3,CH4,Label
84,45,22,16,left
0,5,25,28,left
0,0,0,0,left
98,70,48,33,left
0,0,0,2,left
97,66,47,34,left
0,0,1,10,left
92,57,38,28,left
0,0,6,15,left
91,51,29,21,left
0,0,13,20,left
84,45,23,16,left
0,0,16,23,left
66,24,8,7,left
100,87,70,53,left
0,0,2,14,left
99,70,55,45,left
0,0,1,14,left
95,59,41,33,left
0,0,5,16,left
92,54,32,24,left
0,0,11,19,left
85,46,24,18,left
0,0,16,22,left
82,41,19,14,left
41,66,62,50,left
0,0,0,8,left
100,69,53,42,left
0,0,0,10,left
94,62,43,33,left
0,0,4,14,left
93,55,35,26,left
0,0,10,18,left
87,48,26,19,left
0,0,15,22,left
86,44,22,16,left
0,10,29,31,left
0,0,0,0,left
98,70,48,33,left
0,0,0,2,left
98,65,46,33,left
0,0,1,11,left
94,57,37,28,left
0,0,7,16,left
90,51,29,21,left
0,0,13,21,left
83,44,22,16,left
0,0,16,22,left
51,12,0,2,left
100,83,65,48,left
0,0,0,10,left
100,69,53,42,left
0,0,1,13,left
95,59,40,31,left
0,0,6,16,left
92,53,31,24,left
0,0,12,20,left
85,46,24,18,left
0,0,16,22,left
77,39,17,13,left
81,88,74,57,left
0,0,2,15,left
99,70,57,47,left
0,0,0,14,left
96,61,43,34,left
0,0,5,15,left
94,55,34,26,left
0,0,10,19,left
88,48,25,19,left
0,0,16,22,left
82,44,21,15,left
0,29,40,37,left
0,0,0,0,left
99,69,49,36,left
0,0,0,4,left
96,64,45,33,left
0,0,2,12,left
92,56,36,27,left
0,0,8,17,left
90,50,28,20,left
0,0,14,21,left
84,45,22,16,left
0,0,17,23,left
17,0,0,0,left
99,75,54,39,left
0,0,0,4,left
99,67,50,37,left
0,0,0,11,left
93,58,39,30,left
0,0,5,15,left
92,53,31,23,left
0,0,12,20,left
84,46,24,17,left
0,0,15,22,left
79,39,17,13,left
80,88,74,57,left
0,0,3,15,left
101,71,57,47,left
0,0,0,14,left
93,60,42,34,left
0,0,4,15,left
92,54,33,25,left
0,0,10,19,left
86,47,25,18,left
0,0,15,22,left
83,43,20,15,left
0,34,43,39,left
0,0,0,0,left
98,69,49,36,left
0,0,0,5,left
96,64,45,33,left
0,0,2,12,left
94,57,36,27,left
0,0,8,17,left
91,50,28,20,left
0,0,14,21,left
83,44,22,16,left
0,0,18,23,left
11,0,0,0,left
101,73,53,37,left
0,0,0,3,left
97,67,49,36,left
0,0,0,10,left
92,58,39,29,left
0,0,6,15,left
93,53,31,23,left
0,0,12,20,left
85,46,23,17,left
0,0,16,22,left
76,36,15,11,left
96,91,75,57,left
0,0,4,16,left
100,71,58,47,left
0,0,1,15,left
95,60,42,34,left
0,0,5,15,left
92,54,33,25,left
0,0,11,19,left
87,47,24,18,left
0,0,16,22,left
81,44,21,15,left
5,43,49,43,left
0,0,0,0,left
98,69,50,38,left
0,0,0,6,left
96,64,45,33,left
0,0,2,12,left
93,56,36,27,left
0,0,8,17,left
91,50,27,20,left
0,0,14,21,left
83,44,22,16,left
0,0,18,24,left
0,0,0,0,left
99,72,51,35,left
0,0,0,2,left
98,67,49,36,left
0,0,0,10,left
91,58,39,30,left
0,0,6,15,left
92,53,31,23,left
0,0,12,20,left
84,46,23,17,left
0,0,16,22,left
77,37,16,12,left
91,91,75,57,left
0,0,4,16,left
99,71,58,47,left
0,0,1,15,left
96,61,43,34,left
0,0,5,16,left
91,54,33,25,left
0,0,10,19,left
85,48,25,19,left
0,0,16,22,left
82,43,21,15,left
0,32,42,39,left
0,0,0,0,left
98,69,49,36,left
0,0,0,5,left
96,64,45,33,left
0,0,2,12,left
92,56,36,27,left
0,0,8,17,left
92,50,28,20,left
0,0,14,21,left
82,44,22,16,left
0,0,18,24,left
11,0,0,0,left
97,73,53,37,left
0,0,0,3,left
97,67,49,36,left
0,0,0,10,left
93,58,39,29,left
0,0,5,15,left
91,52,31,23,left
0,0,12,19,left
85,46,23,17,left
0,0,16,22,left
79,38,17,12,left
90,91,75,57,left
0,0,3,16,left
98,71,57,47,left
0,0,0,14,left
94,60,42,34,left
0,0,4,15,left
91,54,33,25,left
0,0,10,18,left
86,47,24,18,left
0,0,15,22,left
83,43,20,15,left
0,32,42,38,left
0,0,0,0,left
98,69,49,36,left
0,0,0,4,left
98,64,45,32,left
0,0,2,11,left
91,56,36,27,left
0,0,8,16,left
90,50,28,20,left
0,0,14,20,left
83,44,22,16,left
0,0,17,23,left
8,0,0,0,left
98,73,52,36,left
0,0,0,2,left
97,67,49,36,left
0,0,0,10,left
94,59,39,30,left
0,0,5,15,left
94,53,31,23,left
0,0,12,20,left
85,46,24,17,left
0,0,15,22,left
77,38,17,12,left
78,86,73,56,left
0,0,2,14,left
100,70,56,47,left
0,0,0,14,left
96,61,42,34,left
0,0,4,15,left
93,54,33,25,left
0,0,10,19,left
87,47,25,18,left
0,0,15,22,left
82,43,21,15,left
0,32,42,39,left
0,0,0,0,left
98,69,49,36,left
0,0,0,5,left
98,64,45,33,left
0,0,2,12,left
94,57,36,27,left
0,0,8,17,left
92,50,28,20,left
0,0,14,21,left
81,44,22,16,left
0,0,18,23,left
8,0,0,0,left
99,73,53,37,left
0,0,0,3,left
98,67,49,37,left
0,0,0,11,left
94,59,40,30,left
0,0,6,15,left
91,52,31,23,left
0,0,12,20,left
85,46,24,17,left
0,0,16,22,left
78,38,17,13,left
83,88,74,57,left
0,0,3,16,left
102,71,57,47,left
0,0,1,14,left
93,60,42,34,left
0,0,5,16,left
92,54,34,26,left
0,0,11,19,left
86,48,25,19,left
0,0,16,23,left
85,44,21,16,left
0,34,44,40,left
0,0,0,0,left
98,69,50,37,left
0,0,0,5,left
98,64,45,33,left
0,0,3,13,left
94,57,37,28,left
0,0,9,18,left
90,50,28,21,left
0,0,15,22,left
82,44,22,17,left
0,0,18,24,left
6,0,0,0,left
99,73,53,37,left
0,0,0,3,left
97,67,49,37,left
0,0,0,11,left
95,59,39,30,left
0,0,6,15,left
94,53,31,23,left
0,0,12,20,left
87,46,24,17,left
0,0,16,22,left
76,38,16,12,left
86,89,74,57,left
0,0,3,15,left
100,70,57,47,left
0,0,0,14,left
95,60,42,34,left
0,0,4,15,left
92,54,33,25,left
0,0,10,19,left
86,47,25,18,left
0,0,16,22,left
82,43,21,15,left
0,35,44,40,left
0,0,0,0,left
100,69,49,36,left
0,0,0,5,left
96,63,44,32,left
0,0,2,12,left
94,56,36,26,left
0,0,8,17,left
91,50,27,20,left
0,0,14,21,left
85,45,22,16,left
0,0,19,24,left
0,0,0,0,left
98,72,51,35,left
0,0,0,2,left
97,67,48,35,left
0,0,0,10,left
91,58,39,29,left
0,0,6,15,left
91,52,31,23,left
0,0,12,20,left
84,46,23,17,left
0,0,15,22,left
76,37,16,12,left
89,90,75,57,left
0,0,3,16,left
100,71,57,47,left
0,0,1,14,left
96,60,42,34,left
0,0,5,15,left
93,54,33,25,left
0,0,10,19,left
86,47,25,18,left
0,0,16,22,left
82,43,21,15,left
2,39,47,41,left
0,0,0,0,left
98,69,50,37,left
0,0,0,6,left
96,63,44,33,left
0,0,2,12,left
94,56,36,27,left
0,0,8,17,left
89,50,27,20,left
0,0,14,21,left
83,44,22,16,left
0,0,18,24,left
0,0,0,0,left
97,72,51,35,left
0,0,0,2,left
97,67,49,36,left
0,0,0,10,left
93,59,39,29,left
0,0,6,15,left
93,53,31,23,left
0,0,12,20,left
85,46,24,17,left
0,0,16,22,left
78,37,16,12,left
93,91,75,57,left
0,0,4,16,left
101,71,58,48,left
0,0,1,15,left
95,60,42,34,left
0,0,5,16,left
94,54,33,25,left
0,0,10,19,left
86,47,25,18,left
0,0,16,23,left
83,43,21,15,left
4,41,48,42,left
0,0,0,0,left
99,69,50,38,left
0,0,0,6,left
98,64,45,33,left
0,0,3,13,left
94,57,36,27,left
0,0,8,17,left
90,50,27,20,left
0,0,14,21,left
82,44,22,16,left
0,0,18,24,left
0,0,0,0,left
99,72,51,35,left
0,0,0,2,left
99,67,49,36,left
0,0,0,10,left
95,59,39,29,left
0,0,6,15,left
89,52,31,23,left
0,0,12,20,left
84,46,23,17,left
0,0,15,22,left
75,36,15,11,left
90,90,74,56,left
0,0,3,15,left
101,71,57,47,left
0,0,1,15,left
94,60,42,34,left
0,0,5,16,left
91,54,33,25,left
0,0,11,19,left
86,47,25,18,left
0,0,16,22,left
81,43,21,15,left
5,42,49,43,left
0,0,0,0,left
100,69,50,38,left
0,0,0,6,left
97,64,45,33,left
0,0,3,13,left
93,56,36,27,left
0,0,9,17,left
92,50,27,20,left
0,0,14,21,left
84,45,22,16,left
0,0,19,25,left
0,0,0,0,left
99,72,50,34,left
0,0,0,2,left
97,66,48,35,left
0,0,0,10,left
93,58,39,29,left
0,0,6,15,left
93,53,31,22,left
0,0,12,20,left
84,46,23,17,left
0,0,16,22,left
76,35,15,11,left
95,90,75,57,left
0,0,4,16,left
101,71,58,48,left
0,0,1,15,left
95,60,42,34,left
0,0,5,16,left
93,54,33,25,left
0,0,11,19,left
86,47,24,18,left
0,0,16,22,left
83,43,20,15,left
13,50,53,45,left
0,0,0,2,left
99,69,51,39,left
0,0,0,7,left
97,63,44,33,left
0,0,3,13,left
91,56,36,27,left
0,0,9,18,left
89,49,27,20,left
0,0,15,21,left
83,45,22,16,left
0,0,20,25,left
0,0,0,0,left
98,71,49,33,left
0,0,0,1,left
96,66,47,34,left
0,0,0,10,left
92,58,38,28,left
0,0,6,15,left
93,52,30,22,left
0,0,13,20,left
84,46,23,17,left
0,0,16,22,left
71,32,13,10,left
101,90,74,56,left
0,0,3,16,left
99,70,56,46,left
0,0,1,15,left
95,60,42,34,left
0,0,5,16,left
93,54,33,25,left
0,0,11,20,left
85,47,24,18,left
0,0,16,22,left
80,42,20,14,left
30,62,60,49,left
0,0,0,6,left
99,69,53,42,left
0,0,0,9,left
96,63,44,34,left
0,0,4,14,left
92,56,35,27,left
0,0,9,18,left
91,49,27,20,left
0,0,15,22,left
86,45,22,16,left
0,1,22,27,left
0,0,0,0,left
98,71,49,33,left
0,0,0,1,left
98,66,47,34,left
0,0,0,10,left
94,58,38,28,left
0,0,6,15,left
93,52,30,22,left
0,0,13,20,left
84,45,23,17,left
0,0,16,22,left
68,27,10,8,left
102,89,72,54,left
0,0,3,14,left
100,70,56,46,left
0,0,2,15,left
92,59,41,33,left
0,0,5,16,left
92,53,32,24,left
0,0,11,19,left
86,46,24,18,left
0,0,16,22,left
81,40,18,14,left
51,72,65,52,left
0,0,0,10,left
100,69,54,44,left
0,0,0,11,left
96,61,43,33,left
0,0,4,14,left
93,55,34,26,left
0,0,10,19,left
86,48,25,19,left
0,0,15,22,left
83,44,21,15,left
0,16,32,32,left
0,0,0,0,left
97,70,48,34,left
0,0,0,3,left
96,65,45,33,left
0,0,2,11,left
94,57,37,27,left
0,0,7,16,left
88,50,28,20,left
0,0,13,20,left
82,44,22,16,left
0,0,16,23,left
36,2,0,0,left
102,80,61,45,left
0,0,0,8,left
98,68,52,41,left
0,0,1,13,left
94,59,40,31,left
0,0,5,15,left
91,53,31,23,left
0,0,12,20,left
86,46,24,17,left
0,0,16,22,left
78,39,18,13,left
70,83,71,55,left
0,0,0,13,left
101,70,56,46,left
0,0,0,13,left
98,61,43,34,left
0,0,4,15,left
93,55,34,25,left
0,0,10,19,left
89,48,25,18,left
0,0,16,22,left
82,44,21,15,left
0,28,40,37,left
0,0,0,0,left
100,69,49,36,left
0,0,0,4,left
96,64,45,33,left
0,0,2,12,left
92,57,36,27,left
0,0,8,16,left
90,50,28,20,left
0,0,14,21,left
84,45,22,16,left
0,0,18,24,left
4,0,0,0,left
99,73,52,36,left
0,0,0,3,left
99,67,49,37,left
0,0,0,11,left
95,59,39,30,left
0,0,6,15,left
93,53,32,23,left
0,0,12,20,left
84,46,24,18,left
0,0,16,22,left
78,39,17,13,left
81,88,74,57,left
0,0,2,15,left
100,71,57,47,left
0,0,0,14,left
97,60,42,34,left
0,0,4,15,left
90,54,33,25,left
0,0,10,19,left
86,47,25,18,left
0,0,16,22,left
82,43,21,15,left
0,32,42,39,left
0,0,0,0,left
98,69,49,36,left
0,0,0,4,left
98,64,45,33,left
0,0,2,12,left
92,56,36,27,left
0,0,8,17,left
92,50,28,20,left
0,0,14,21,left
82,44,22,16,left
0,0,18,24,left
4,0,0,0,left
101,73,52,36,left
0,0,0,2,left
97,67,49,36,left
0,0,0,10,left
95,59,40,30,left
0,0,6,15,left
91,53,31,23,left
0,0,12,20,left
87,46,24,17,left
0,0,16,22,left
75,36,16,12,left
94,91,75,57,left
0,0,4,16,left
98,71,58,48,left
0,0,1,15,left
96,61,43,34,left
0,0,5,16,left
92,54,33,25,left
0,0,10,19,left
86,47,25,18,left
0,0,16,22,left
85,44,21,15,left
0,36,44,40,left
0,0,0,0,left
99,69,49,37,left
0,0,0,5,left
98,64,45,33,left
0,0,2,12,left
94,57,36,27,left
0,0,8,17,left
90,50,28,20,left
0,0,14,21,left
82,44,22,16,left
0,0,18,24,left
2,0,0,0,left
98,72,52,36,left
0,0,0,2,left
97,67,49,36,left
0,0,0,10,left
93,59,39,30,left
0,0,6,15,left
93,53,31,23,left
0,0,12,20,left
84,46,24,17,left
0,0,16,22,left
77,38,17,12,left
84,89,74,57,left
0,0,3,15,left
100,71,57,47,left
0,0,0,14,left
95,60,42,34,left
0,0,5,15,left
93,54,33,25,left
0,0,11,19,left
88,48,25,18,left
0,0,16,22,left
82,43,21,15,left
0,37,45,41,left
0,0,0,0,left
98,69,50,37,left
0,0,0,5,left
98,64,45,33,left
0,0,2,12,left
94,57,36,27,left
0,0,8,17,left
92,50,28,20,left
0,0,14,21,left
85,45,22,16,left
0,0,19,24,left
0,0,0,0,left
99,72,51,35,left
0,0,0,2,left
99,67,49,36,left
0,0,0,10,left
93,58,39,29,left
0,0,6,15,left
93,53,31,23,left
0,0,12,20,left
84,46,24,17,left
0,0,16,22,left
77,36,16,12,left
92,90,75,57,left
0,0,4,16,left
101,71,58,48,left
0,0,1,15,left
94,60,42,34,left
0,0,5,15,left
91,54,33,25,left
0,0,11,19,left
85,47,25,18,left
0,0,16,22,left
83,43,21,15,left
8,44,49,43,left
0,0,0,0,left
98,69,50,38,left
0,0,0,6,left
96,63,45,33,left
0,0,3,12,left
92,56,36,27,left
0,0,8,17,left
90,50,28,20,left
0,0,14,21,left
82,44,22,16,left
0,0,18,24,left
0,0,0,0,left
99,72,51,35,left
0,0,0,2,left
97,67,49,36,left
0,0,0,10,left
93,58,39,30,left
0,0,5,15,left
93,53,31,23,left
0,0,13,20,left
86,46,24,17,left
0,0,16,23,left
77,37,16,12,left
93,91,75,57,left
0,0,4,16,left
100,71,58,48,left
0,0,1,15,left
95,61,43,34,left
0,0,5,16,left
94,54,33,25,left
0,0,11,20,left
88,47,25,18,left
0,0,16,22,left
81,43,21,15,left
7,42,49,43,left
0,0,0,0,left
101,69,50,38,left
0,0,0,6,left
96,63,44,33,left
0,0,3,12,left
94,56,36,27,left
0,0,8,17,left
89,49,27,20,left
0,0,14,21,left
85,45,22,16,left
0,0,19,24,left
0,0,0,0,left
98,71,50,34,left
0,0,0,1,left
99,66,48,35,left
0,0,0,10,left
92,58,39,29,left
0,0,6,15,left
92,52,31,22,left
0,0,12,20,left
84,45,23,17,left
0,0,16,22,left
74,34,14,10,left
99,91,74,56,left
0,0,4,16,left
100,71,57,47,left
0,0,1,15,left
96,60,42,34,left
0,0,5,16,left
90,54,33,25,left
0,0,11,19,left
86,47,25,18,left
0,0,16,22,left
81,42,20,14,left
18,54,55,46,left
0,0,0,3,left
99,69,51,40,left
0,0,0,8,left
96,63,44,33,left
0,0,3,13,left
94,56,35,27,left
0,0,9,18,left
88,49,27,19,left
0,0,15,22,left
83,45,22,16,left
0,0,20,25,left
0,0,0,0,left
99,71,49,33,left
0,0,0,1,left
96,66,48,35,left
0,0,0,10,left
94,58,38,29,left
0,0,6,15,left
92,52,30,22,left
0,0,13,20,left
86,46,23,17,left
0,0,16,22,left
73,33,13,10,left
102,91,74,56,left
0,0,4,16,left
98,70,57,47,left
0,0,2,15,left
94,60,42,34,left
0,0,5,16,left
92,53,32,25,left
0,0,11,20,left
87,47,24,18,left
0,0,16,22,left
83,42,19,14,left
43,66,62,51,left
0,0,0,8,left
100,69,53,43,left
0,0,0,10,left
96,62,43,33,left
0,0,4,14,left
93,55,35,26,left
0,0,10,18,left
87,48,26,19,left
0,0,15,22,left
84,45,22,16,left
0,11,29,31,left
0,0,0,0,left
98,70,48,34,left
0,0,0,2,left
97,65,46,33,left
0,0,2,11,left
91,57,37,28,left
0,0,7,16,left
92,51,29,21,left
0,0,13,21,left
83,45,22,16,left
0,0,16,23,left
46,8,0,1,left
102,82,64,46,left
0,0,0,9,left
98,69,53,42,left
0,0,1,13,left
96,59,41,32,left
0,0,5,15,left
93,53,32,24,left
0,0,12,20,left
85,47,24,18,left
0,0,16,22,left
79,41,19,14,left
59,75,67,53,left
0,0,0,11,left
100,70,55,44,left
0,0,0,12,left
98,62,43,34,left
0,0,5,15,left
90,55,34,26,left
0,0,10,19,left
89,48,25,19,left
0,0,16,22,left
83,44,21,15,left
0,20,35,34,left
0,0,0,0,left
98,70,49,35,left
0,0,0,3,left
96,64,45,33,left
0,0,2,11,left
93,57,37,27,left
0,0,8,16,left
93,51,28,21,left
0,0,14,21,left
81,44,22,16,left
0,0,17,23,left
25,0,0,0,left
102,77,58,41,left
0,0,0,6,left
98,67,51,39,left
0,0,0,12,left
93,59,39,30,left
0,0,6,15,left
91,53,31,23,left
0,0,12,20,left
85,46,24,17,left
0,0,16,22,left
78,38,17,12,left
84,89,74,57,left
0,0,3,15,left
101,71,57,47,left
0,0,1,14,left
96,61,43,34,left
0,0,5,16,left
92,54,33,25,left
0,0,10,19,left
85,47,25,18,left
0,0,16,22,left
83,44,21,15,left
0,36,45,40,left
0,0,0,0,left
98,69,50,37,left
0,0,0,5,left
97,64,45,33,left
0,0,2,12,left
90,56,36,27,left
0,0,8,17,left
90,50,28,20,left
0,0,14,21,left
83,45,22,16,left
0,0,18,24,left
0,0,0,0,left
98,72,52,36,left
0,0,0,2,left
99,67,49,36,left
0,0,0,10,left
94,59,39,30,left
0,0,6,15,left
93,53,31,23,left
0,0,12,20,left
87,46,24,18,left
0,0,16,23,left
77,37,16,12,left
91,91,75,57,left
0,0,3,16,left
100,71,57,47,left
0,0,1,14,left
95,60,42,34,left
0,0,5,16,left
94,54,33,25,left
0,0,11,19,left
89,48,25,18,left
0,0,16,22,left
81,43,21,15,left
8,45,50,44,left
0,0,0,1,left
98,69,51,38,left
0,0,0,6,left
98,64,45,33,left
0,0,3,12,left
93,56,36,27,left
0,0,8,17,left
90,50,27,20,left
0,0,15,21,left
85,45,22,16,left
0,0,19,24,left
0,0,0,0,left
97,71,50,34,left
0,0,0,1,left
98,66,48,35,left
0,0,0,10,left
91,58,39,29,left
0,0,6,15,left
91,52,31,23,left
0,0,13,20,left
84,46,24,17,left
0,0,16,22,left
78,36,16,12,left
94,91,75,57,left
0,0,4,16,left
101,71,57,47,left
0,0,1,15,left
97,60,42,34,left
0,0,5,16,left
92,54,33,25,left
0,0,11,19,left
85,47,24,18,left
0,0,16,22,left
81,43,20,15,left
11,47,51,44,left
0,0,0,1,left
99,69,50,38,left
0,0,0,6,left
96,63,44,33,left
0,0,3,13,left
94,56,36,27,left
0,0,9,18,left
89,49,27,20,left
0,0,15,21,left
83,45,22,16,left
0,0,20,25,left
0,0,0,0,left
98,71,49,33,left
0,0,0,1,left
96,66,48,35,left
0,0,0,10,left
94,58,38,29,left
0,0,6,15,left
91,52,30,22,left
0,0,12,20,left
86,46,23,17,left
0,0,16,22,left
72,33,13,10,left
101,91,74,56,left
0,0,4,16,left
99,70,57,47,left
0,0,2,15,left
95,60,42,34,left
0,0,5,16,left
92,53,32,25,left
0,0,11,20,left
89,47,24,18,left
0,0,16,22,left
82,42,20,15,left
31,62,60,49,left
0,0,0,6,left
100,69,53,42,left
0,0,0,9,left
96,62,44,33,left
0,0,4,14,left
93,55,35,26,left
0,0,9,18,left
88,49,26,19,left
0,0,15,22,left
86,45,22,16,left
0,3,24,27,left
0,0,0,0,left
98,70,48,33,left
0,0,0,1,left
97,66,47,34,left
0,0,1,11,left
92,57,38,28,left
0,0,7,16,left
90,52,30,22,left
0,0,13,20,left
83,45,23,17,left
0,0,16,22,left
64,24,8,7,left
99,87,70,52,left
0,0,2,13,left
99,70,56,45,left
0,0,1,14,left
94,60,41,33,left
0,0,5,15,left
94,54,32,24,left
0,0,11,19,left
86,47,24,18,left
0,0,16,22,left
80,42,20,14,left
25,59,58,48,left
0,0,0,5,left
98,69,52,41,left
0,0,0,9,left
96,62,44,33,left
0,0,3,13,left
92,55,35,26,left
0,0,9,18,left
91,49,27,19,left
0,0,15,22,left
83,45,22,16,left
0,1,22,26,left
0,0,0,0,left
99,71,49,33,left
0,0,0,1,left
96,66,47,34,left
0,0,1,10,left
92,58,38,28,left
0,0,6,15,left
91,52,30,22,left
0,0,13,20,left
85,45,23,17,left
0,0,16,22,left
69,28,10,8,left
102,89,72,54,left
0,0,3,15,left
101,70,56,46,left
0,0,2,15,left
94,59,41,33,left
0,0,5,16,left
93,53,32,24,left
0,0,11,19,left
85,46,24,18,left
0,0,16,22,left
82,41,19,14,left
54,73,66,53,left
0,0,0,10,left
101,69,54,44,left
0,0,0,11,left
95,61,43,33,left
0,0,4,14,left
92,55,34,26,left
0,0,10,19,left
86,47,25,19,left
0,0,15,22,left
83,44,21,15,left
0,24,37,35,left
0,0,0,0,left
98,69,49,35,left
0,0,0,4,left
96,64,45,33,left
0,0,2,12,left
91,57,37,27,left
0,0,8,17,left
90,51,29,21,left
0,0,14,21,left
82,44,22,16,left
0,0,17,23,left
28,0,0,0,left
102,78,58,42,left
0,0,0,7,left
97,68,51,39,left
0,0,0,12,left
93,59,40,31,left
0,0,6,15,left
93,53,31,23,left
0,0,12,20,left
85,46,24,17,left
0,0,15,22,left
78,38,17,12,left
80,87,73,56,left
0,0,2,15,left
100,71,57,47,left
0,0,0,14,left
97,61,43,34,left
0,0,5,15,left
90,54,34,26,left
0,0,10,19,left
85,47,25,18,left
0,0,16,22,left
82,43,21,15,left
0,33,43,39,left
0,0,0,0,left
98,69,49,36,left
0,0,0,5,left
96,64,45,33,left
0,0,2,12,left
92,57,36,27,left
0,0,8,17,left
91,50,28,20,left
0,0,14,21,left
83,44,22,16,left
0,0,18,24,left
6,0,0,0,left
102,73,53,37,left
0,0,0,3,left
98,67,49,36,left
0,0,0,11,left
95,59,40,30,left
0,0,6,16,left
93,53,32,24,left
0,0,13,21,left
84,46,24,18,left
0,0,16,22,left
77,36,16,12,left
92,91,75,57,left
0,0,4,16,left
100,71,58,48,left
0,0,1,15,left
93,60,42,34,left
0,0,5,16,left
94,54,33,25,left
0,0,11,20,left
85,47,25,19,left
0,0,16,22,left
81,43,21,15,left
7,43,49,43,left
0,0,0,0,left
98,69,50,38,left
0,0,0,6,left
96,64,45,33,left
0,0,3,13,left
91,57,36,27,left
0,0,9,18,left
88,50,28,20,left
0,0,15,21,left
82,44,22,16,left
0,0,19,24,left
0,0,0,0,left
99,72,50,35,left
0,0,0,2,left
96,66,48,35,left
0,0,0,10,left
95,58,39,29,left
0,0,6,15,left
92,53,31,23,left
0,0,13,20,left
87,46,24,17,left
0,0,16,23,left
75,36,15,11,left
96,91,75,57,left
0,0,4,16,left
100,71,58,48,left
0,0,1,15,left
96,60,42,34,left
0,0,5,16,left
93,54,33,25,left
0,0,11,19,left
86,47,25,18,left
0,0,17,23,left
82,43,20,15,left
14,50,54,46,left
0,0,0,2,left
101,69,52,40,left
0,0,0,7,left
96,63,44,33,left
0,0,3,13,left
92,56,35,27,left
0,0,9,18,left
91,49,26,19,left
0,0,15,21,left
85,45,22,16,left
0,1,23,27,left
0,0,0,0,left
101,71,50,34,left
0,0,0,1,left
97,66,48,35,left
0,0,0,10,left
90,57,38,28,left
0,0,6,16,left
91,52,29,21,left
0,0,13,20,left
83,45,22,16,left
0,0,16,23,left
68,24,7,6,left
100,88,71,53,left
0,0,1,13,left
100,70,56,45,left
0,0,1,14,left
96,60,41,32,left
0,0,5,15,left
90,53,32,24,left
0,0,11,19,left
85,46,24,17,left
0,0,15,22,left
80,41,18,14,left
52,72,65,52,left
0,0,0,10,left
100,69,54,44,left
0,0,0,11,left
95,61,43,33,left
0,0,4,14,left
93,55,34,26,left
0,0,11,19,left
86,48,26,19,left
0,0,16,22,left
83,44,21,16,left
0,21,35,34,left
0,0,0,0,left
98,70,49,35,left
0,0,0,4,left
96,64,46,33,left
0,0,2,12,left
92,57,37,27,left
0,0,8,17,left
93,51,29,21,left
0,0,14,21,left
82,45,22,16,left
0,0,17,23,left
34,0,0,0,left
100,79,60,43,left
0,0,0,8,left
98,68,52,40,left
0,0,1,13,left
95,59,40,31,left
0,0,6,16,left
91,53,32,23,left
0,0,13,20,left
86,46,24,18,left
0,0,16,22,left
77,39,17,13,left
83,89,74,57,left
0,0,3,15,left
99,71,57,47,left
0,0,1,14,left
95,61,43,34,left
0,0,5,15,left
92,54,33,25,left
0,0,10,19,left
86,47,25,18,left
0,0,16,22,left
84,44,21,15,left
0,30,41,38,left
0,0,0,0,left
98,69,49,36,left
0,0,0,4,left
97,64,45,32,left
0,0,2,11,left
93,56,36,26,left
0,0,7,16,left
90,50,27,19,left
0,0,14,20,left
81,44,21,15,left
0,0,17,23,left
17,0,0,0,left
101,75,55,38,left
0,0,0,4,left
97,67,49,37,left
0,0,0,11,left
95,58,38,29,left
0,0,5,14,left
88,52,30,21,left
0,0,12,19,left
83,45,22,16,left
0,0,15,21,left
76,37,15,11,left
94,91,75,57,left
0,0,3,15,left
100,71,57,47,left
0,0,0,14,left
95,60,41,33,left
0,0,4,15,left
94,54,32,24,left
0,0,11,19,left
86,47,24,18,left
0,0,16,22,left
81,43,20,15,left
8,43,49,43,left
0,0,0,0,left
98,69,51,39,left
0,0,0,6,left
96,64,45,34,left
0,0,3,13,left
94,56,36,27,left
0,0,9,18,left
91,50,28,20,left
0,0,15,22,left
86,45,23,17,left
0,0,20,26,left
0,0,0,0,left
99,72,51,35,left
0,0,0,2,left
96,66,49,36,left
0,0,1,11,left
92,58,39,30,left
0,0,6,16,left
91,52,31,23,left
0,0,13,21,left
84,46,24,18,left
0,0,17,23,left
75,35,15,11,left
98,91,75,58,left
0,0,4,17,left
101,71,58,48,left
0,0,2,16,left
95,60,43,34,left
0,0,6,16,left
92,54,33,25,left
0,0,12,20,left
86,47,25,19,left
0,0,16,23,left
83,43,20,15,left
23,56,57,48,left
0,0,0,5,left
99,69,52,41,left
0,0,0,9,left
97,63,44,34,left
0,0,4,14,left
90,56,36,27,left
0,0,9,18,left
89,49,27,20,left
0,0,15,22,left
83,45,22,16,left
0,0,21,26,left
0,0,0,0,left
98,70,48,33,left
0,0,0,1,left
97,66,48,35,left
0,0,1,11,left
91,58,38,29,left
0,0,7,16,left
93,52,31,23,left
0,0,14,21,left
84,46,24,18,left
0,0,18,24,left
70,29,11,9,left
102,90,74,56,left
0,0,3,15,left
99,71,58,48,left
0,0,2,16,left
95,60,43,35,left
0,0,6,17,left
93,54,33,26,left
0,0,12,20,left
87,47,24,18,left
0,0,17,23,left
82,42,19,14,left
33,62,61,50,left
0,0,0,6,left
99,71,55,44,left
0,0,0,9,left
96,64,46,36,left
0,0,3,14,left
92,56,36,27,left
0,0,9,18,left
91,49,26,19,left
0,0,15,22,left
84,44,20,14,left
0,2,24,27,left
0,0,0,0,left
98,71,50,34,left
0,0,0,0,left
96,66,47,34,left
0,0,0,8,left
93,58,38,28,left
0,0,4,13,left
91,51,28,19,left
0,0,11,18,left
83,44,20,14,left
0,0,16,21,left
